CUSEC,Nivel,NOTA1,vivienda turistica,unidad1,nota2,plazas,unidad2,nota3,plazas por vivienda turistica,unidad3,nota4,Porcentaje vivienda turistica,UNIDAD4,PERIODO,PROV,PROV_LITERAL,MUN,MUN_LITERAL
0105903016,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902002,Secciones,,1,Viviendas,,1,Plazas,,1.0,Plazas,,0.151057401812689,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903025,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904009,Secciones,,2,Viviendas,,12,Plazas,,6.0,Plazas,,0.2002002002002,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905015,Secciones,,1,Viviendas,,2,Plazas,,2.0,Plazas,,0.246305418719212,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903014,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903021,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901023,Secciones,,2,Viviendas,,8,Plazas,,4.0,Plazas,,0.198019801980198,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901019,Secciones,,6,Viviendas,,18,Plazas,,3.0,Plazas,,0.542986425339367,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903039,Secciones,,2,Viviendas,,10,Plazas,,5.0,Plazas,,0.222222222222222,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905035,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901012,Secciones,,8,Viviendas,,36,Plazas,,4.5,Plazas,,1.12517580872011,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903003,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902011,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.177304964539007,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901013,Secciones,,2,Viviendas,,8,Plazas,,4.0,Plazas,,0.177304964539007,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902047,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904001,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.154083204930663,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902012,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903042,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901015,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.171821305841924,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903034,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904022,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901014,Secciones,,3,Viviendas,,13,Plazas,,4.33333333333333,Plazas,,0.399467376830892,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902041,Secciones,,2,Viviendas,,4,Plazas,,2.0,Plazas,,0.436681222707424,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903019,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901025,Secciones,,3,Viviendas,,9,Plazas,,3.0,Plazas,,0.398936170212766,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901021,Secciones,,3,Viviendas,,8,Plazas,,2.66666666666667,Plazas,,0.273224043715847,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904017,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903037,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105906003,Secciones,,2,Viviendas,,5,Plazas,,2.5,Plazas,,0.236686390532544,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902042,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903001,Secciones,,1,Viviendas,,2,Plazas,,2.0,Plazas,,0.116414435389988,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903032,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902022,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901031,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902032,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903009,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.11037527593819,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905017,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901018,Secciones,,4,Viviendas,,13,Plazas,,3.25,Plazas,,0.431965442764579,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905009,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903004,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.178890876565295,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903018,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903023,Secciones,,2,Viviendas,,6,Plazas,,3.0,Plazas,,0.273972602739726,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905010,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.1953125,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901029,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903028,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905014,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902005,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.160513643659711,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905016,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903035,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903029,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905031,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905019,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904002,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.19047619047619,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902006,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903020,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902003,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903030,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.120627261761158,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905029,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901010,Secciones,,2,Viviendas,,9,Plazas,,4.5,Plazas,,0.216450216450216,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903002,Secciones,,1,Viviendas,,5,Plazas,,5.0,Plazas,,0.163934426229508,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901005,Secciones,,8,Viviendas,,31,Plazas,,3.875,Plazas,,0.769971126082772,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905034,Secciones,,1,Viviendas,,2,Plazas,,2.0,Plazas,,0.166389351081531,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105906001,Secciones,,2,Viviendas,,9,Plazas,,4.5,Plazas,,0.156862745098039,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903026,Secciones,,6,Viviendas,,18,Plazas,,3.0,Plazas,,0.591715976331361,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905036,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902044,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902040,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901001,Secciones,,1,Viviendas,,2,Plazas,,2.0,Plazas,,0.109051254089422,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905027,Secciones,,1,Viviendas,,2,Plazas,,2.0,Plazas,,0.107874865156419,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903043,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.121654501216545,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904006,Secciones,,3,Viviendas,,10,Plazas,,3.33333333333333,Plazas,,0.412087912087912,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905018,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903008,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902045,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902035,Secciones,,5,Viviendas,,17,Plazas,,3.4,Plazas,,0.530222693531283,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105905038,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903038,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.0989119683481701,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904014,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901003,Secciones,,2,Viviendas,,3,Plazas,,1.5,Plazas,,0.29806259314456,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902030,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904027,Secciones,,2,Viviendas,,5,Plazas,,2.5,Plazas,,0.199401794616152,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105904031,Secciones,,2,Viviendas,,7,Plazas,,3.5,Plazas,,0.222222222222222,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901037,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105902043,Secciones,,2,Viviendas,,7,Plazas,,3.5,Plazas,,0.229095074455899,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105901004,Secciones,,10,Viviendas,,38,Plazas,,3.8,Plazas,,0.786782061369001,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0105903011,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1059,Vitoria-Gasteiz
0106001001,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.490196078431373,Porcentaje,2025M05,1,Araba/Álava,1060,Yécora/Iekora
0106101001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1061,Zalduondo
0106201001,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.251889168765743,Porcentaje,2025M05,1,Araba/Álava,1062,Zambrana
0106301001,Secciones,,7,Viviendas,,71,Plazas,,10.1428571428571,Plazas,,0.531914893617021,Porcentaje,2025M05,1,Araba/Álava,1063,Zuia
0190101001,Secciones,,1,Viviendas,,2,Plazas,,2.0,Plazas,,0.0878734622144112,Porcentaje,2025M05,1,Araba/Álava,1901,Iruña Oka/Iruña de Oca
0190101002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,1,Araba/Álava,1901,Iruña Oka/Iruña de Oca
0190201001,Secciones,,3,Viviendas,,41,Plazas,,13.6666666666667,Plazas,,0.428571428571429,Porcentaje,2025M05,1,Araba/Álava,1902,Lantarón
0200101001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,2,Albacete,2001,Abengibre
0200201001,Secciones,,2,Viviendas,,30,Plazas,,15.0,Plazas,,0.303951367781155,Porcentaje,2025M05,2,Albacete,2002,Alatoz
0200301011,Secciones,,1,Viviendas,,2,Plazas,,2.0,Plazas,,0.0887311446317658,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200301013,Secciones,,1,Viviendas,,10,Plazas,,10.0,Plazas,,0.148809523809524,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200301008,Secciones,,12,Viviendas,,46,Plazas,,3.83333333333333,Plazas,,2.33009708737864,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200306006,Secciones,,2,Viviendas,,11,Plazas,,5.5,Plazas,,0.352112676056338,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200301012,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200301010,Secciones,,5,Viviendas,,17,Plazas,,3.4,Plazas,,0.322164948453608,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200301006,Secciones,,3,Viviendas,,8,Plazas,,2.66666666666667,Plazas,,0.313479623824451,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200301009,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200301005,Secciones,,5,Viviendas,,12,Plazas,,2.4,Plazas,,0.559284116331096,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200301004,Secciones,,9,Viviendas,,43,Plazas,,4.77777777777778,Plazas,,1.09489051094891,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200301007,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200301001,Secciones,,2,Viviendas,,8,Plazas,,4.0,Plazas,,0.412371134020619,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200301002,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.156494522691706,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200303013,Secciones,,1,Viviendas,,5,Plazas,,5.0,Plazas,,0.19723865877712,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200303014,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200302022,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200307004,Secciones,,3,Viviendas,,14,Plazas,,4.66666666666667,Plazas,,0.367647058823529,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200303010,Secciones,,1,Viviendas,,7,Plazas,,7.0,Plazas,,0.217864923747277,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200306005,Secciones,,2,Viviendas,,8,Plazas,,4.0,Plazas,,0.383141762452107,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200302020,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200306010,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.118764845605701,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200307006,Secciones,,1,Viviendas,,1,Plazas,,1.0,Plazas,,0.151057401812689,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200306008,Secciones,,4,Viviendas,,10,Plazas,,2.5,Plazas,,0.728597449908925,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200306001,Secciones,,2,Viviendas,,7,Plazas,,3.5,Plazas,,0.294550810014728,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200307014,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.0864304235090752,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200305007,Secciones,,2,Viviendas,,5,Plazas,,2.5,Plazas,,0.344827586206897,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200305011,Secciones,,2,Viviendas,,8,Plazas,,4.0,Plazas,,0.301204819277108,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200307013,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.16025641025641,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200307015,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200308002,Secciones,,4,Viviendas,,13,Plazas,,3.25,Plazas,,0.359712230215827,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200307010,Secciones,,5,Viviendas,,22,Plazas,,4.4,Plazas,,0.591016548463357,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200307018,Secciones,,6,Viviendas,,26,Plazas,,4.33333333333333,Plazas,Dato protegido por secreto estadístico.,0.0,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200307005,Secciones,,2,Viviendas,,8,Plazas,,4.0,Plazas,,0.203252032520325,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200308006,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.102774922918808,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200308003,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200306011,Secciones,,1,Viviendas,,3,Plazas,,3.0,Plazas,,0.277008310249308,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200307016,Secciones,,6,Viviendas,,28,Plazas,,4.66666666666667,Plazas,,1.1090573012939,Porcentaje,2025M05,2,Albacete,2003,Albacete
0200307007,Secciones,,2,Viviendas,,4,Plazas,,2.0,Plazas,,0.754716981132076,Porcentaje,2025M05,2,Albacete,2003,Albacete
